reg;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
03;2021-04-25-2021-05-01;79;2;9.5;1;50;1;50;0;0;0;0
03;2021-04-25-2021-05-01;89;1;8.3;0;0;1;100;0;0;0;0
03;2021-04-25-2021-05-01;90;0;;0;;0;;0;;0;
03;2021-04-26-2021-05-02;09;6;12.8;0;0;6;100;0;0;0;0
03;2021-04-26-2021-05-02;19;13;12.7;6;46.2;7;53.8;0;0;0;0
03;2021-04-26-2021-05-02;29;12;8.1;1;8.3;10;83.3;1;8.3;0;0
03;2021-04-26-2021-05-02;39;14;9.6;1;7.1;13;92.9;0;0;0;0
03;2021-04-26-2021-05-02;49;15;11.9;2;13.3;12;80;1;6.7;0;0
03;2021-04-26-2021-05-02;59;13;12;3;23.1;9;69.2;1;7.7;0;0
03;2021-04-26-2021-05-02;69;11;14.1;1;9.1;7;63.6;3;27.3;0;0
03;2021-04-26-2021-05-02;79;2;9.5;1;50;1;50;0;0;0;0
03;2021-04-26-2021-05-02;89;1;7.7;0;0;1;100;0;0;0;0
03;2021-04-26-2021-05-02;90;0;;0;;0;;0;;0;
03;2021-04-27-2021-05-03;09;8;16.7;0;0;8;100;0;0;0;0
03;2021-04-27-2021-05-03;19;15;11.2;4;26.7;11;73.3;0;0;0;0
03;2021-04-27-2021-05-03;29;20;12.4;1;5;19;95;0;0;0;0
03;2021-04-27-2021-05-03;39;19;10.9;2;10.5;17;89.5;0;0;0;0
03;2021-04-27-2021-05-03;49;19;14.3;2;10.5;16;84.2;1;5.3;0;0
03;2021-04-27-2021-05-03;59;17;14.2;4;23.5;12;70.6;1;5.9;0;0
03;2021-04-27-2021-05-03;69;11;14.1;0;0;9;81.8;2;18.2;0;0
03;2021-04-27-2021-05-03;79;3;10;0;0;3;100;0;0;0;0
03;2021-04-27-2021-05-03;89;1;9.1;0;0;1;100;0;0;0;0
03;2021-04-27-2021-05-03;90;0;;0;;0;;0;;0;
03;2021-04-28-2021-05-04;09;8;19;0;0;8;100;0;0;0;0
03;2021-04-28-2021-05-04;19;20;12.7;5;25;15;75;0;0;0;0
03;2021-04-28-2021-05-04;29;26;15.1;0;0;25;96.2;1;3.8;0;0
03;2021-04-28-2021-05-04;39;24;14.4;3;12.5;21;87.5;0;0;0;0
03;2021-04-28-2021-05-04;49;21;15.6;6;28.6;15;71.4;0;0;0;0
03;2021-04-28-2021-05-04;59;17;13.9;3;17.6;13;76.5;1;5.9;0;0
03;2021-04-28-2021-05-04;69;8;11.4;0;0;8;100;0;0;0;0
03;2021-04-28-2021-05-04;79;3;10;0;0;3;100;0;0;0;0
03;2021-04-28-2021-05-04;89;0;0;0;;0;;0;;0;
03;2021-04-28-2021-05-04;90;0;;0;;0;;0;;0;
03;2021-04-29-2021-05-05;09;6;13.3;1;16.7;5;83.3;0;0;0;0
03;2021-04-29-2021-05-05;19;23;12.2;5;21.7;18;78.3;0;0;0;0
03;2021-04-29-2021-05-05;29;31;18.1;0;0;30;96.8;1;3.2;0;0
03;2021-04-29-2021-05-05;39;26;14.9;3;11.5;23;88.5;0;0;0;0
03;2021-04-29-2021-05-05;49;23;16.8;7;30.4;16;69.6;0;0;0;0
03;2021-04-29-2021-05-05;59;17;14.4;3;17.6;14;82.4;0;0;0;0
03;2021-04-29-2021-05-05;69;8;10.4;0;0;8;100;0;0;0;0
03;2021-04-29-2021-05-05;79;3;9.4;0;0;3;100;0;0;0;0
03;2021-04-29-2021-05-05;89;1;12.5;0;0;1;100;0;0;0;0
03;2021-04-29-2021-05-05;90;0;0;0;;0;;0;;0;
03;2021-04-30-2021-05-06;09;6;13;1;16.7;5;83.3;0;0;0;0
03;2021-04-30-2021-05-06;19;25;12.8;5;20;20;80;0;0;0;0
03;2021-04-30-2021-05-06;29;34;19.5;0;0;33;97.1;1;2.9;0;0
03;2021-04-30-2021-05-06;39;26;15;3;11.5;21;80.8;1;3.8;1;3.8
03;2021-04-30-2021-05-06;49;26;18.8;7;26.9;19;73.1;0;0;0;0
03;2021-04-30-2021-05-06;59;14;13.1;3;21.4;10;71.4;1;7.1;0;0
03;2021-04-30-2021-05-06;69;9;11.5;0;0;8;88.9;1;11.1;0;0
03;2021-04-30-2021-05-06;79;2;5.9;0;0;2;100;0;0;0;0
03;2021-04-30-2021-05-06;89;1;20;0;0;1;100;0;0;0;0
03;2021-04-30-2021-05-06;90;0;0;0;;0;;0;;0;
03;2021-05-01-2021-05-07;09;8;18.2;1;12.5;6;75;1;12.5;0;0
03;2021-05-01-2021-05-07;19;37;15.4;6;16.2;31;83.8;0;0;0;0
03;2021-05-01-2021-05-07;29;40;21.9;0;0;39;97.5;1;2.5;0;0
03;2021-05-01-2021-05-07;39;32;18.5;4;12.5;26;81.2;1;3.1;1;3.1
03;2021-05-01-2021-05-07;49;29;18.7;7;24.1;22;75.9;0;0;0;0
03;2021-05-01-2021-05-07;59;15;14.2;2;13.3;12;80;1;6.7;0;0
03;2021-05-01-2021-05-07;69;6;7.9;0;0;5;83.3;1;16.7;0;0
03;2021-05-01-2021-05-07;79;2;6.2;0;0;2;100;0;0;0;0
03;2021-05-01-2021-05-07;89;1;16.7;0;0;1;100;0;0;0;0
03;2021-05-01-2021-05-07;90;0;0;0;;0;;0;;0;
03;2021-05-02-2021-05-08;09;8;17.8;1;12.5;6;75;1;12.5;0;0
03;2021-05-02-2021-05-08;19;40;16.6;6;15;33;82.5;1;2.5;0;0
03;2021-05-02-2021-05-08;29;41;22.2;1;2.4;39;95.1;1;2.4;0;0
03;2021-05-02-2021-05-08;39;35;19.8;4;11.4;29;82.9;1;2.9;1;2.9
03;2021-05-02-2021-05-08;49;30;19;7;23.3;23;76.7;0;0;0;0
03;2021-05-02-2021-05-08;59;16;15;2;12.5;13;81.2;1;6.2;0;0
03;2021-05-02-2021-05-08;69;6;7.8;0;0;5;83.3;1;16.7;0;0
03;2021-05-02-2021-05-08;79;2;6.9;0;0;2;100;0;0;0;0
03;2021-05-02-2021-05-08;89;1;12.5;0;0;1;100;0;0;0;0
03;2021-05-02-2021-05-08;90;0;0;0;;0;;0;;0;
03;2021-05-03-2021-05-09;09;8;17.8;1;12.5;6;75;1;12.5;0;0
03;2021-05-03-2021-05-09;19;41;16.7;6;14.6;34;82.9;1;2.4;0;0
03;2021-05-03-2021-05-09;29;42;22.3;1;2.4;39;92.9;2;4.8;0;0
03;2021-05-03-2021-05-09;39;35;19.7;4;11.4;29;82.9;1;2.9;1;2.9
03;2021-05-03-2021-05-09;49;30;18.9;7;23.3;23;76.7;0;0;0;0
03;2021-05-03-2021-05-09;59;16;14.5;2;12.5;13;81.2;1;6.2;0;0
03;2021-05-03-2021-05-09;69;6;8.1;0;0;5;83.3;1;16.7;0;0
03;2021-05-03-2021-05-09;79;2;7.1;0;0;2;100;0;0;0;0
03;2021-05-03-2021-05-09;89;1;14.3;0;0;1;100;0;0;0;0
03;2021-05-03-2021-05-09;90;0;0;0;;0;;0;;0;
03;2021-05-04-2021-05-10;09;7;14.3;1;14.3;5;71.4;1;14.3;0;0
03;2021-05-04-2021-05-10;19;42;16.9;6;14.3;35;83.3;1;2.4;0;0
03;2021-05-04-2021-05-10;29;39;18.4;2;5.1;35;89.7;2;5.1;0;0
03;2021-05-04-2021-05-10;39;34;19.4;3;8.8;29;85.3;1;2.9;1;2.9
03;2021-05-04-2021-05-10;49;40;20.6;6;15;34;85;0;0;0;0
03;2021-05-04-2021-05-10;59;13;11.3;0;0;12;92.3;1;7.7;0;0
03;2021-05-04-2021-05-10;69;6;7.1;0;0;5;83.3;1;16.7;0;0
03;2021-05-04-2021-05-10;79;0;0;0;;0;;0;;0;
03;2021-05-04-2021-05-10;89;1;12.5;0;0;1;100;0;0;0;0
03;2021-05-04-2021-05-10;90;0;0;0;;0;;0;;0;
03;2021-05-05-2021-05-11;09;11;16.9;2;18.2;8;72.7;1;9.1;0;0
03;2021-05-05-2021-05-11;19;44;16.9;4;9.1;39;88.6;1;2.3;0;0
03;2021-05-05-2021-05-11;29;41;18.1;2;4.9;38;92.7;1;2.4;0;0
03;2021-05-05-2021-05-11;39;35;18.1;1;2.9;32;91.4;1;2.9;1;2.9
03;2021-05-05-2021-05-11;49;41;20;1;2.4;40;97.6;0;0;0;0
03;2021-05-05-2021-05-11;59;17;13.5;2;11.8;14;82.4;1;5.9;0;0
03;2021-05-05-2021-05-11;69;8;7.7;0;0;7;87.5;1;12.5;0;0
03;2021-05-05-2021-05-11;79;3;9.7;1;33.3;2;66.7;0;0;0;0
03;2021-05-05-2021-05-11;89;2;18.2;1;50;1;50;0;0;0;0
03;2021-05-05-2021-05-11;90;0;0;0;;0;;0;;0;
03;2021-05-06-2021-05-12;09;13;19.1;1;7.7;11;84.6;1;7.7;0;0
03;2021-05-06-2021-05-12;19;47;17.9;4;8.5;42;89.4;1;2.1;0;0
03;2021-05-06-2021-05-12;29;37;15.1;2;5.4;34;91.9;1;2.7;0;0
03;2021-05-06-2021-05-12;39;34;16.3;1;2.9;31;91.2;1;2.9;1;2.9
03;2021-05-06-2021-05-12;49;43;19.5;0;0;43;100;0;0;0;0
03;2021-05-06-2021-05-12;59;23;16;2;8.7;20;87;1;4.3;0;0
03;2021-05-06-2021-05-12;69;9;7.8;0;0;8;88.9;1;11.1;0;0
03;2021-05-06-2021-05-12;79;4;12.1;1;25;3;75;0;0;0;0
03;2021-05-06-2021-05-12;89;1;10;1;100;0;0;0;0;0;0
03;2021-05-06-2021-05-12;90;0;0;0;;0;;0;;0;
03;2021-05-07-2021-05-13;09;11;18.6;1;9.1;9;81.8;1;9.1;0;0
03;2021-05-07-2021-05-13;19;42;18.2;3;7.1;38;90.5;1;2.4;0;0
03;2021-05-07-2021-05-13;29;38;16.8;4;10.5;33;86.8;1;2.6;0;0
03;2021-05-07-2021-05-13;39;28;14.7;1;3.6;27;96.4;0;0;0;0
03;2021-05-07-2021-05-13;49;38;18.8;0;0;38;100;0;0;0;0
03;2021-05-07-2021-05-13;59;22;16.8;2;9.1;20;90.9;0;0;0;0
03;2021-05-07-2021-05-13;69;8;7.5;0;0;8;100;0;0;0;0
03;2021-05-07-2021-05-13;79;5;17.9;1;20;4;80;0;0;0;0
03;2021-05-07-2021-05-13;89;1;10;1;100;0;0;0;0;0;0
03;2021-05-07-2021-05-13;90;0;0;0;;0;;0;;0;
03;2021-05-08-2021-05-14;09;10;14.7;1;10;9;90;0;0;0;0
03;2021-05-08-2021-05-14;19;29;13.7;0;0;28;96.6;1;3.4;0;0
03;2021-05-08-2021-05-14;29;39;16.1;4;10.3;33;84.6;2;5.1;0;0
03;2021-05-08-2021-05-14;39;30;12.7;0;0;30;100;0;0;0;0
03;2021-05-08-2021-05-14;49;42;20.3;1;2.4;41;97.6;0;0;0;0
03;2021-05-08-2021-05-14;59;24;17.3;2;8.3;22;91.7;0;0;0;0
03;2021-05-08-2021-05-14;69;10;8.1;0;0;10;100;0;0;0;0
03;2021-05-08-2021-05-14;79;5;15.6;1;20;4;80;0;0;0;0
03;2021-05-08-2021-05-14;89;1;8.3;1;100;0;0;0;0;0;0
03;2021-05-08-2021-05-14;90;0;0;0;;0;;0;;0;
03;2021-05-09-2021-05-15;09;12;16.9;1;8.3;11;91.7;0;0;0;0
03;2021-05-09-2021-05-15;19;30;13;1;3.3;29;96.7;0;0;0;0
03;2021-05-09-2021-05-15;29;42;16.9;3;7.1;37;88.1;2;4.8;0;0
03;2021-05-09-2021-05-15;39;37;15;2;5.4;35;94.6;0;0;0;0
03;2021-05-09-2021-05-15;49;44;19.8;1;2.3;43;97.7;0;0;0;0
03;2021-05-09-2021-05-15;59;25;16.6;2;8;23;92;0;0;0;0
03;2021-05-09-2021-05-15;69;13;10.1;0;0;12;92.3;1;7.7;0;0
03;2021-05-09-2021-05-15;79;5;13.9;1;20;4;80;0;0;0;0
03;2021-05-09-2021-05-15;89;1;10;1;100;0;0;0;0;0;0
03;2021-05-09-2021-05-15;90;0;0;0;;0;;0;;0;
03;2021-05-10-2021-05-16;09;12;16.7;1;8.3;11;91.7;0;0;0;0
03;2021-05-10-2021-05-16;19;29;12.8;1;3.4;28;96.6;0;0;0;0
03;2021-05-10-2021-05-16;29;41;16.5;3;7.3;37;90.2;1;2.4;0;0
03;2021-05-10-2021-05-16;39;37;14.6;2;5.4;35;94.6;0;0;0;0
03;2021-05-10-2021-05-16;49;45;20.1;1;2.2;44;97.8;0;0;0;0
03;2021-05-10-2021-05-16;59;25;16.7;2;8;23;92;0;0;0;0
03;2021-05-10-2021-05-16;69;13;10;0;0;12;92.3;1;7.7;0;0
03;2021-05-10-2021-05-16;79;5;13.2;1;20;4;80;0;0;0;0
03;2021-05-10-2021-05-16;89;1;9.1;1;100;0;0;0;0;0;0
03;2021-05-10-2021-05-16;90;0;0;0;;0;;0;;0;
03;2021-05-11-2021-05-17;09;18;22.2;1;5.6;17;94.4;0;0;0;0
03;2021-05-11-2021-05-17;19;32;13;2;6.2;30;93.8;0;0;0;0
03;2021-05-11-2021-05-17;29;41;16.1;3;7.3;37;90.2;1;2.4;0;0
03;2021-05-11-2021-05-17;39;48;17.4;2;4.2;45;93.8;1;2.1;0;0
03;2021-05-11-2021-05-17;49;31;15.6;1;3.2;30;96.8;0;0;0;0
03;2021-05-11-2021-05-17;59;28;18.1;2;7.1;26;92.9;0;0;0;0
03;2021-05-11-2021-05-17;69;12;8.6;0;0;11;91.7;1;8.3;0;0
03;2021-05-11-2021-05-17;79;7;18.9;1;14.3;6;85.7;0;0;0;0
03;2021-05-11-2021-05-17;89;1;10;1;100;0;0;0;0;0;0
03;2021-05-11-2021-05-17;90;0;0;0;;0;;0;;0;
03;2021-05-12-2021-05-18;09;15;21.1;0;0;15;100;0;0;0;0
03;2021-05-12-2021-05-18;19;31;12.2;5;16.1;26;83.9;0;0;0;0
03;2021-05-12-2021-05-18;29;45;17;8;17.8;36;80;1;2.2;0;0
03;2021-05-12-2021-05-18;39;48;16.1;2;4.2;45;93.8;1;2.1;0;0
03;2021-05-12-2021-05-18;49;26;14;1;3.8;25;96.2;0;0;0;0
03;2021-05-12-2021-05-18;59;28;18.5;0;0;28;100;0;0;0;0
03;2021-05-12-2021-05-18;69;11;8.1;1;9.1;9;81.8;1;9.1;0;0
03;2021-05-12-2021-05-18;79;5;13.2;0;0;5;100;0;0;0;0
03;2021-05-12-2021-05-18;89;0;0;0;;0;;0;;0;
03;2021-05-12-2021-05-18;90;0;0;0;;0;;0;;0;
03;2021-05-13-2021-05-19;09;11;16.9;0;0;11;100;0;0;0;0
03;2021-05-13-2021-05-19;19;29;11.7;6;20.7;21;72.4;0;0;2;6.9
03;2021-05-13-2021-05-19;29;46;17;8;17.4;37;80.4;1;2.2;0;0
03;2021-05-13-2021-05-19;39;47;16.1;2;4.3;44;93.6;1;2.1;0;0
03;2021-05-13-2021-05-19;49;23;12.4;1;4.3;22;95.7;0;0;0;0
03;2021-05-13-2021-05-19;59;24;16.6;0;0;24;100;0;0;0;0
03;2021-05-13-2021-05-19;69;11;8.5;1;9.1;9;81.8;1;9.1;0;0
03;2021-05-13-2021-05-19;79;5;14.3;0;0;5;100;0;0;0;0
03;2021-05-13-2021-05-19;89;0;0;0;;0;;0;;0;
03;2021-05-13-2021-05-19;90;0;0;0;;0;;0;;0;
03;2021-05-14-2021-05-20;09;13;16.7;0;0;13;100;0;0;0;0
03;2021-05-14-2021-05-20;19;33;12.2;6;18.2;25;75.8;0;0;2;6.1
03;2021-05-14-2021-05-20;29;45;15.3;6;13.3;38;84.4;1;2.2;0;0
03;2021-05-14-2021-05-20;39;51;15.6;4;7.8;46;90.2;1;2;0;0
03;2021-05-14-2021-05-20;49;24;11.1;1;4.2;23;95.8;0;0;0;0
03;2021-05-14-2021-05-20;59;28;16.7;0;0;28;100;0;0;0;0
03;2021-05-14-2021-05-20;69;15;10.1;2;13.3;12;80;1;6.7;0;0
03;2021-05-14-2021-05-20;79;4;8.9;0;0;4;100;0;0;0;0
03;2021-05-14-2021-05-20;89;0;0;0;;0;;0;;0;
03;2021-05-14-2021-05-20;90;0;0;0;;0;;0;;0;
03;2021-05-15-2021-05-21;09;13;21;0;0;12;92.3;1;7.7;0;0
03;2021-05-15-2021-05-21;19;33;13.5;6;18.2;25;75.8;0;0;2;6.1
03;2021-05-15-2021-05-21;29;42;15.1;8;19;34;81;0;0;0;0
03;2021-05-15-2021-05-21;39;49;16.9;6;12.2;42;85.7;1;2;0;0
03;2021-05-15-2021-05-21;49;26;12.2;0;0;26;100;0;0;0;0
03;2021-05-15-2021-05-21;59;27;15.3;0;0;27;100;0;0;0;0
03;2021-05-15-2021-05-21;69;16;11.3;4;25;11;68.8;1;6.2;0;0
03;2021-05-15-2021-05-21;79;4;7.3;0;0;4;100;0;0;0;0
03;2021-05-15-2021-05-21;89;0;0;0;;0;;0;;0;
03;2021-05-15-2021-05-21;90;0;0;0;;0;;0;;0;
03;2021-05-16-2021-05-22;09;12;20.7;0;0;11;91.7;1;8.3;0;0
03;2021-05-16-2021-05-22;19;31;13.2;5;16.1;24;77.4;0;0;2;6.5
03;2021-05-16-2021-05-22;29;42;14.6;10;23.8;32;76.2;0;0;0;0
03;2021-05-16-2021-05-22;39;43;14.9;5;11.6;37;86;1;2.3;0;0
03;2021-05-16-2021-05-22;49;34;15.6;1;2.9;33;97.1;0;0;0;0
03;2021-05-16-2021-05-22;59;28;16.1;0;0;28;100;0;0;0;0
03;2021-05-16-2021-05-22;69;18;12.2;5;27.8;13;72.2;0;0;0;0
03;2021-05-16-2021-05-22;79;6;10.7;2;33.3;4;66.7;0;0;0;0
03;2021-05-16-2021-05-22;89;0;0;0;;0;;0;;0;
03;2021-05-16-2021-05-22;90;0;0;0;;0;;0;;0;
03;2021-05-17-2021-05-23;09;12;21.1;0;0;11;91.7;1;8.3;0;0
03;2021-05-17-2021-05-23;19;31;13.2;5;16.1;24;77.4;0;0;2;6.5
03;2021-05-17-2021-05-23;29;42;14.7;10;23.8;32;76.2;0;0;0;0
03;2021-05-17-2021-05-23;39;43;15.1;5;11.6;37;86;1;2.3;0;0
03;2021-05-17-2021-05-23;49;33;15.2;1;3;32;97;0;0;0;0
03;2021-05-17-2021-05-23;59;28;15.9;0;0;28;100;0;0;0;0
03;2021-05-17-2021-05-23;69;18;12.2;5;27.8;13;72.2;0;0;0;0
03;2021-05-17-2021-05-23;79;6;10.9;2;33.3;4;66.7;0;0;0;0
03;2021-05-17-2021-05-23;89;0;0;0;;0;;0;;0;
03;2021-05-17-2021-05-23;90;0;0;0;;0;;0;;0;
03;2021-05-18-2021-05-24;09;7;18.4;0;0;6;85.7;1;14.3;0;0
03;2021-05-18-2021-05-24;19;27;15.1;6;22.2;19;70.4;0;0;2;7.4
03;2021-05-18-2021-05-24;29;42;18.3;10;23.8;32;76.2;0;0;0;0
03;2021-05-18-2021-05-24;39;29;12.8;5;17.2;24;82.8;0;0;0;0
03;2021-05-18-2021-05-24;49;38;19.7;3;7.9;35;92.1;0;0;0;0
03;2021-05-18-2021-05-24;59;26;18.6;1;3.8;25;96.2;0;0;0;0
03;2021-05-18-2021-05-24;69;18;15.4;5;27.8;13;72.2;0;0;0;0
03;2021-05-18-2021-05-24;79;5;10.2;2;40;3;60;0;0;0;0
03;2021-05-18-2021-05-24;89;0;0;0;;0;;0;;0;
03;2021-05-18-2021-05-24;90;0;0;0;;0;;0;;0;
03;2021-05-19-2021-05-25;09;7;18.4;0;0;6;85.7;1;14.3;0;0
03;2021-05-19-2021-05-25;19;34;20;7;20.6;23;67.6;2;5.9;2;5.9
03;2021-05-19-2021-05-25;29;38;17;5;13.2;32;84.2;1;2.6;0;0
03;2021-05-19-2021-05-25;39;31;14.8;10;32.3;21;67.7;0;0;0;0
03;2021-05-19-2021-05-25;49;39;18.9;4;10.3;35;89.7;0;0;0;0
03;2021-05-19-2021-05-25;59;29;19.1;3;10.3;26;89.7;0;0;0;0
03;2021-05-19-2021-05-25;69;23;19.5;6;26.1;17;73.9;0;0;0;0
03;2021-05-19-2021-05-25;79;6;11.3;2;33.3;4;66.7;0;0;0;0
03;2021-05-19-2021-05-25;89;2;13.3;0;0;2;100;0;0;0;0
03;2021-05-19-2021-05-25;90;0;0;0;;0;;0;;0;
03;2021-05-20-2021-05-26;09;9;24.3;0;0;8;88.9;1;11.1;0;0
03;2021-05-20-2021-05-26;19;36;19.9;6;16.7;28;77.8;2;5.6;0;0
03;2021-05-20-2021-05-26;29;43;18.6;5;11.6;36;83.7;2;4.7;0;0
03;2021-05-20-2021-05-26;39;36;16.9;10;27.8;26;72.2;0;0;0;0
03;2021-05-20-2021-05-26;49;47;23;4;8.5;43;91.5;0;0;0;0
03;2021-05-20-2021-05-26;59;32;21.2;4;12.5;28;87.5;0;0;0;0
03;2021-05-20-2021-05-26;69;25;19.4;6;24;19;76;0;0;0;0
03;2021-05-20-2021-05-26;79;6;10.5;2;33.3;4;66.7;0;0;0;0
03;2021-05-20-2021-05-26;89;3;16.7;0;0;3;100;0;0;0;0
03;2021-05-20-2021-05-26;90;0;0;0;;0;;0;;0;
03;2021-05-21-2021-05-27;09;7;25;0;0;6;85.7;1;14.3;0;0
03;2021-05-21-2021-05-27;19;35;19.3;7;20;26;74.3;2;5.7;0;0
03;2021-05-21-2021-05-27;29;44;19.6;7;15.9;35;79.5;2;4.5;0;0
03;2021-05-21-2021-05-27;39;39;18.9;9;23.1;29;74.4;1;2.6;0;0
03;2021-05-21-2021-05-27;49;50;25.1;4;8;46;92;0;0;0;0
03;2021-05-21-2021-05-27;59;34;22.7;6;17.6;28;82.4;0;0;0;0
03;2021-05-21-2021-05-27;69;24;19.7;5;20.8;19;79.2;0;0;0;0
03;2021-05-21-2021-05-27;79;7;13.2;2;28.6;5;71.4;0;0;0;0
03;2021-05-21-2021-05-27;89;3;16.7;0;0;3;100;0;0;0;0
03;2021-05-21-2021-05-27;90;0;0;0;;0;;0;;0;
03;2021-05-22-2021-05-28;09;6;18.2;0;0;6;100;0;0;0;0
03;2021-05-22-2021-05-28;19;33;17.4;7;21.2;24;72.7;2;6.1;0;0
03;2021-05-22-2021-05-28;29;40;17.6;6;15;32;80;2;5;0;0
03;2021-05-22-2021-05-28;39;34;15.4;8;23.5;25;73.5;1;2.9;0;0
03;2021-05-22-2021-05-28;49;41;20.7;4;9.8;37;90.2;0;0;0;0
03;2021-05-22-2021-05-28;59;31;20.7;6;19.4;24;77.4;1;3.2;0;0
03;2021-05-22-2021-05-28;69;20;16.4;3;15;17;85;0;0;0;0
03;2021-05-22-2021-05-28;79;7;15.2;2;28.6;5;71.4;0;0;0;0
03;2021-05-22-2021-05-28;89;3;14.3;0;0;3;100;0;0;0;0
03;2021-05-22-2021-05-28;90;0;0;0;;0;;0;;0;
03;2021-05-23-2021-05-29;09;5;14.7;0;0;5;100;0;0;0;0
03;2021-05-23-2021-05-29;19;31;16.5;7;22.6;22;71;2;6.5;0;0
03;2021-05-23-2021-05-29;29;36;16.7;4;11.1;30;83.3;2;5.6;0;0
03;2021-05-23-2021-05-29;39;30;13.7;7;23.3;22;73.3;1;3.3;0;0
03;2021-05-23-2021-05-29;49;30;16.4;3;10;27;90;0;0;0;0
03;2021-05-23-2021-05-29;59;28;19.3;6;21.4;21;75;1;3.6;0;0
03;2021-05-23-2021-05-29;69;15;13.5;2;13.3;13;86.7;0;0;0;0
03;2021-05-23-2021-05-29;79;5;11.1;0;0;5;100;0;0;0;0
03;2021-05-23-2021-05-29;89;3;14.3;0;0;3;100;0;0;0;0
03;2021-05-23-2021-05-29;90;0;0;0;;0;;0;;0;
03;2021-05-24-2021-05-30;09;5;13.5;0;0;5;100;0;0;0;0
03;2021-05-24-2021-05-30;19;31;16.5;7;22.6;22;71;2;6.5;0;0
03;2021-05-24-2021-05-30;29;36;16.5;4;11.1;30;83.3;2;5.6;0;0
03;2021-05-24-2021-05-30;39;30;13.9;7;23.3;22;73.3;1;3.3;0;0
03;2021-05-24-2021-05-30;49;30;16.5;3;10;27;90;0;0;0;0
03;2021-05-24-2021-05-30;59;28;19.3;6;21.4;21;75;1;3.6;0;0
03;2021-05-24-2021-05-30;69;15;13.4;2;13.3;13;86.7;0;0;0;0
03;2021-05-24-2021-05-30;79;5;11.4;0;0;5;100;0;0;0;0
03;2021-05-24-2021-05-30;89;3;14.3;0;0;3;100;0;0;0;0
03;2021-05-24-2021-05-30;90;0;0;0;;0;;0;;0;
03;2021-02-12-2021-02-18;0;18;18.8;1;5.6;0;0;1;5.6;16;88.9
03;2021-02-13-2021-02-19;0;19;21.6;2;10.5;0;0;1;5.3;16;84.2
03;2021-02-14-2021-02-20;0;19;20.4;2;10.5;0;0;1;5.3;16;84.2
03;2021-02-15-2021-02-21;0;19;19.2;2;10.5;0;0;1;5.3;16;84.2
03;2021-02-16-2021-02-22;0;19;18.3;3;15.8;0;0;1;5.3;15;78.9
03;2021-02-17-2021-02-23;0;21;20.6;5;23.8;0;0;1;4.8;15;71.4
03;2021-02-18-2021-02-24;0;22;18.8;7;31.8;0;0;1;4.5;14;63.6
03;2021-02-19-2021-02-25;0;25;21.2;10;40;1;4;1;4;13;52
03;2021-02-20-2021-02-26;0;24;21.8;9;37.5;2;8.3;1;4.2;12;50
03;2021-02-21-2021-02-27;0;28;24.3;9;32.1;3;10.7;1;3.6;15;53.6
03;2021-02-22-2021-02-28;0;28;25.9;9;32.1;3;10.7;1;3.6;15;53.6
03;2021-02-23-2021-03-01;0;30;25.6;8;26.7;7;23.3;2;6.7;13;43.3
03;2021-02-24-2021-03-02;0;26;23.2;8;30.8;7;26.9;4;15.4;7;26.9
03;2021-02-25-2021-03-03;0;24;24.2;6;25;8;33.3;4;16.7;6;25
03;2021-02-26-2021-03-04;0;20;21.1;4;20;7;35;3;15;6;30
03;2021-02-27-2021-03-05;0;24;23.3;6;25;7;29.2;3;12.5;8;33.3
03;2021-02-28-2021-03-06;0;21;21.6;6;28.6;6;28.6;3;14.3;6;28.6
03;2021-03-01-2021-03-07;0;21;21;6;28.6;6;28.6;3;14.3;6;28.6
03;2021-03-02-2021-03-08;0;16;20;6;37.5;2;12.5;3;18.8;5;31.2
03;2021-03-03-2021-03-09;0;13;17.1;4;30.8;3;23.1;1;7.7;5;38.5
03;2021-03-04-2021-03-10;0;15;18.5;4;26.7;4;26.7;2;13.3;5;33.3
03;2021-03-05-2021-03-11;0;17;20;3;17.6;4;23.5;3;17.6;7;41.2
03;2021-03-06-2021-03-12;0;16;20;1;6.2;4;25;4;25;7;43.8
03;2021-03-07-2021-03-13;0;19;23.2;2;10.5;7;36.8;4;21.1;6;31.6
03;2021-03-08-2021-03-14;0;20;24.1;2;10;8;40;4;20;6;30
03;2021-03-09-2021-03-15;0;22;22.4;3;13.6;8;36.4;5;22.7;6;27.3
03;2021-03-10-2021-03-16;0;24;23.5;4;16.7;9;37.5;5;20.8;6;25
03;2021-03-11-2021-03-17;0;24;24.2;5;20.8;7;29.2;4;16.7;8;33.3
03;2021-03-12-2021-03-18;0;27;25;7;25.9;9;33.3;3;11.1;8;29.6
03;2021-03-13-2021-03-19;0;29;22.8;8;27.6;9;31;4;13.8;8;27.6
03;2021-03-14-2021-03-20;0;27;21.1;7;25.9;8;29.6;4;14.8;8;29.6
03;2021-03-15-2021-03-21;0;26;21.1;7;26.9;7;26.9;4;15.4;8;30.8
03;2021-03-16-2021-03-22;0;38;29.9;8;21.1;17;44.7;3;7.9;10;26.3
03;2021-03-17-2021-03-23;0;40;31.5;10;25;17;42.5;3;7.5;10;25
