over_25,specimen_date,nhser_name,s_na,s_positive,s_negative,s_na_adj1,s_positive_adj1,s_negative_adj1,s_na_adj2,s_positive_adj2,s_negative_adj2
FALSE,2021-04-25,South West,3,1,0,3,1,0,3,1,0
FALSE,2021-04-26,East of England,19,4,10,23,0,10,19,0,14
FALSE,2021-04-26,London,30,13,7,35,8,7,30,9,11
FALSE,2021-04-26,Midlands,21,8,43,26,3,43,21,3,48
FALSE,2021-04-26,North East and Yorkshire,10,9,79,17,2,79,10,2,86
FALSE,2021-04-26,North West,0,11,65,2,9,65,0,9,67
FALSE,2021-04-26,South East,20,4,5,22,2,5,20,2,7
FALSE,2021-04-26,South West,11,2,0,11,2,0,11,2,0
FALSE,2021-04-27,East of England,16,5,5,18,3,5,16,3,7
FALSE,2021-04-27,London,31,6,6,33,4,6,31,4,8
FALSE,2021-04-27,Midlands,11,8,47,17,2,47,11,2,53
FALSE,2021-04-27,North East and Yorkshire,6,8,83,12,2,83,6,2,89
FALSE,2021-04-27,North West,1,15,39,6,10,39,1,11,43
FALSE,2021-04-27,South East,24,5,2,24,5,2,24,5,2
FALSE,2021-04-27,South West,9,0,0,9,0,0,9,0,0
FALSE,2021-04-28,East of England,2,7,18,4,5,18,2,5,20
FALSE,2021-04-28,London,31,12,10,36,7,10,31,7,15
FALSE,2021-04-28,Midlands,6,10,50,9,7,50,6,7,53
FALSE,2021-04-28,North East and Yorkshire,71,7,40,75,3,40,71,3,44
FALSE,2021-04-28,North West,1,19,48,11,9,48,1,9,58
FALSE,2021-04-28,South East,32,2,6,32,2,6,32,2,6
FALSE,2021-04-28,South West,17,1,0,17,1,0,17,1,0
FALSE,2021-04-29,East of England,6,7,18,10,3,18,6,3,22
FALSE,2021-04-29,London,26,3,2,26,3,2,26,3,2
FALSE,2021-04-29,Midlands,5,12,32,12,5,32,5,5,39
FALSE,2021-04-29,North East and Yorkshire,86,5,25,91,0,25,86,0,30
FALSE,2021-04-29,North West,1,11,55,7,5,55,1,6,60
FALSE,2021-04-29,South East,19,1,6,19,1,6,19,1,6
FALSE,2021-04-29,South West,6,0,2,6,0,2,6,0,2
FALSE,2021-04-30,East of England,4,3,8,5,2,8,4,3,8
FALSE,2021-04-30,London,25,10,6,30,5,6,25,6,10
FALSE,2021-04-30,Midlands,5,13,33,10,8,33,5,9,37
FALSE,2021-04-30,North East and Yorkshire,59,3,23,61,1,23,59,1,25
FALSE,2021-04-30,North West,2,21,25,10,13,25,2,14,32
FALSE,2021-04-30,South East,18,2,6,20,0,6,18,0,8
FALSE,2021-04-30,South West,6,0,3,6,0,3,6,0,3
FALSE,2021-05-01,East of England,7,6,11,10,3,11,7,4,13
FALSE,2021-05-01,London,25,14,0,30,9,0,25,10,4
FALSE,2021-05-01,Midlands,4,5,23,7,2,23,4,2,26
FALSE,2021-05-01,North East and Yorkshire,4,11,65,12,3,65,4,4,72
FALSE,2021-05-01,North West,0,17,19,3,14,19,0,14,22
FALSE,2021-05-01,South East,25,2,5,26,1,5,25,1,6
FALSE,2021-05-01,South West,2,0,1,2,0,1,2,0,1
FALSE,2021-05-02,East of England,2,6,6,3,5,6,2,5,7
FALSE,2021-05-02,London,7,8,4,9,6,4,7,6,6
FALSE,2021-05-02,Midlands,5,10,19,6,9,19,5,9,20
FALSE,2021-05-02,North East and Yorkshire,0,10,44,5,5,44,0,5,49
FALSE,2021-05-02,North West,0,14,18,4,10,18,0,11,21
FALSE,2021-05-02,South East,9,6,9,10,5,9,9,5,10
FALSE,2021-05-02,South West,10,0,0,10,0,0,10,0,0
FALSE,2021-05-03,East of England,5,8,15,6,7,15,5,7,16
FALSE,2021-05-03,London,19,6,7,20,5,7,19,5,8
FALSE,2021-05-03,Midlands,4,8,47,6,6,47,4,7,48
FALSE,2021-05-03,North East and Yorkshire,0,10,66,7,3,66,0,3,73
FALSE,2021-05-03,North West,1,23,27,5,19,27,1,20,30
FALSE,2021-05-03,South East,8,0,11,8,0,11,8,0,11
FALSE,2021-05-03,South West,8,2,0,9,1,0,8,2,0
FALSE,2021-05-04,East of England,14,7,20,15,6,20,14,6,21
FALSE,2021-05-04,London,32,7,8,34,5,8,32,5,10
FALSE,2021-05-04,Midlands,12,17,62,20,9,62,12,10,69
FALSE,2021-05-04,North East and Yorkshire,94,8,26,98,4,26,94,4,30
FALSE,2021-05-04,North West,1,40,60,5,36,60,1,36,64
FALSE,2021-05-04,South East,25,4,10,25,4,10,25,4,10
FALSE,2021-05-04,South West,15,1,1,15,1,1,15,1,1
FALSE,2021-05-05,East of England,8,13,16,12,9,16,8,10,19
FALSE,2021-05-05,London,28,6,3,29,5,3,28,6,3
FALSE,2021-05-05,Midlands,8,15,61,12,11,61,8,11,65
FALSE,2021-05-05,North East and Yorkshire,7,14,98,16,5,98,7,5,107
FALSE,2021-05-05,North West,1,62,47,11,52,47,1,54,55
FALSE,2021-05-05,South East,12,5,5,12,5,5,12,5,5
FALSE,2021-05-05,South West,12,1,1,12,1,1,12,1,1
FALSE,2021-05-06,East of England,4,10,9,4,10,9,4,10,9
FALSE,2021-05-06,London,32,11,9,33,10,9,32,10,10
FALSE,2021-05-06,Midlands,1,27,71,9,19,71,1,20,78
FALSE,2021-05-06,North East and Yorkshire,7,14,70,18,3,70,7,3,81
FALSE,2021-05-06,North West,0,43,46,6,37,46,0,40,49
FALSE,2021-05-06,South East,13,4,8,15,2,8,13,3,9
FALSE,2021-05-06,South West,12,1,0,12,1,0,12,1,0
FALSE,2021-05-07,East of England,1,18,5,3,16,5,1,16,7
FALSE,2021-05-07,London,34,8,8,35,7,8,34,7,9
FALSE,2021-05-07,Midlands,0,24,53,5,19,53,0,21,56
FALSE,2021-05-07,North East and Yorkshire,1,15,82,10,6,82,1,6,91
FALSE,2021-05-07,North West,2,54,34,4,52,34,2,53,35
FALSE,2021-05-07,South East,19,1,8,20,0,8,19,0,9
FALSE,2021-05-07,South West,2,0,0,2,0,0,2,0,0
FALSE,2021-05-08,East of England,2,18,9,7,13,9,2,14,13
FALSE,2021-05-08,London,14,13,9,20,7,9,14,8,14
FALSE,2021-05-08,Midlands,3,13,42,11,5,42,3,7,48
FALSE,2021-05-08,North East and Yorkshire,0,8,63,4,4,63,0,4,67
FALSE,2021-05-08,North West,0,51,16,2,49,16,0,50,17
FALSE,2021-05-08,South East,13,3,2,13,3,2,13,3,2
FALSE,2021-05-08,South West,9,1,0,10,0,0,9,0,1
FALSE,2021-05-09,East of England,1,13,12,6,8,12,1,8,17
FALSE,2021-05-09,London,19,12,4,21,10,4,19,11,5
FALSE,2021-05-09,Midlands,1,19,41,14,6,41,1,8,52
FALSE,2021-05-09,North East and Yorkshire,0,17,51,11,6,51,0,6,62
FALSE,2021-05-09,North West,0,59,31,10,49,31,0,52,38
FALSE,2021-05-09,South East,7,3,7,8,2,7,7,2,8
FALSE,2021-05-09,South West,3,0,1,3,0,1,3,0,1
FALSE,2021-05-10,East of England,3,32,21,14,21,21,3,22,31
FALSE,2021-05-10,London,38,12,6,44,6,6,38,6,12
FALSE,2021-05-10,Midlands,0,37,56,6,31,56,0,31,62
FALSE,2021-05-10,North East and Yorkshire,0,20,100,14,6,100,0,7,113
FALSE,2021-05-10,North West,0,100,68,11,89,68,0,91,77
FALSE,2021-05-10,South East,17,5,11,18,4,11,17,5,11
FALSE,2021-05-10,South West,11,0,1,11,0,1,11,0,1
FALSE,2021-05-11,East of England,5,18,10,5,18,10,5,18,10
FALSE,2021-05-11,London,43,8,11,45,6,11,43,8,11
FALSE,2021-05-11,Midlands,9,21,40,12,18,40,9,18,43
FALSE,2021-05-11,North East and Yorkshire,0,21,96,9,12,96,0,13,104
FALSE,2021-05-11,North West,1,86,39,13,74,39,1,81,44
FALSE,2021-05-11,South East,15,1,4,16,0,4,15,0,5
FALSE,2021-05-11,South West,13,0,0,13,0,0,13,0,0
FALSE,2021-05-12,East of England,1,14,7,2,13,7,1,13,8
FALSE,2021-05-12,London,14,13,9,15,12,9,14,12,10
FALSE,2021-05-12,Midlands,1,28,39,8,21,39,1,21,46
FALSE,2021-05-12,North East and Yorkshire,3,26,77,14,15,77,3,16,87
FALSE,2021-05-12,North West,2,81,51,12,71,51,2,76,56
FALSE,2021-05-12,South East,5,5,2,5,5,2,5,5,2
FALSE,2021-05-12,South West,7,2,0,7,2,0,7,2,0
FALSE,2021-05-13,East of England,5,14,16,5,14,16,5,14,16
FALSE,2021-05-13,London,22,8,4,24,6,4,22,7,5
FALSE,2021-05-13,Midlands,3,27,39,7,23,39,3,25,41
FALSE,2021-05-13,North East and Yorkshire,1,21,73,7,15,73,1,16,78
FALSE,2021-05-13,North West,1,71,37,11,61,37,1,68,40
FALSE,2021-05-13,South East,20,6,4,20,6,4,20,6,4
FALSE,2021-05-13,South West,4,1,0,4,1,0,4,1,0
FALSE,2021-05-14,East of England,3,17,13,5,15,13,3,16,14
FALSE,2021-05-14,London,29,14,18,33,10,18,29,10,22
FALSE,2021-05-14,Midlands,1,19,39,8,12,39,1,12,46
FALSE,2021-05-14,North East and Yorkshire,0,11,80,5,6,80,0,6,85
FALSE,2021-05-14,North West,0,102,30,13,89,30,0,94,38
FALSE,2021-05-14,South East,17,7,6,20,4,6,17,4,9
FALSE,2021-05-14,South West,14,1,0,14,1,0,14,1,0
FALSE,2021-05-15,East of England,0,9,13,2,7,13,0,7,15
FALSE,2021-05-15,London,32,13,4,32,13,4,32,13,4
FALSE,2021-05-15,Midlands,0,18,39,7,11,39,0,12,45
FALSE,2021-05-15,North East and Yorkshire,0,14,40,8,6,40,0,9,45
FALSE,2021-05-15,North West,0,80,30,7,73,30,0,77,33
FALSE,2021-05-15,South East,14,8,8,15,7,8,14,8,8
FALSE,2021-05-15,South West,11,1,0,11,1,0,11,1,0
FALSE,2021-05-16,East of England,2,13,14,3,12,14,2,13,14
FALSE,2021-05-16,London,15,7,3,16,6,3,15,7,3
FALSE,2021-05-16,Midlands,0,13,23,2,11,23,0,12,24
FALSE,2021-05-16,North East and Yorkshire,0,20,48,8,12,48,0,15,53
FALSE,2021-05-16,North West,0,96,19,14,82,19,0,92,23
FALSE,2021-05-16,South East,11,8,6,13,6,6,11,6,8
FALSE,2021-05-16,South West,8,0,0,8,0,0,8,0,0
FALSE,2021-05-17,East of England,4,49,13,8,45,13,4,46,16
FALSE,2021-05-17,London,54,22,7,54,22,7,54,22,7
FALSE,2021-05-17,Midlands,0,38,46,4,34,46,0,36,48
FALSE,2021-05-17,North East and Yorkshire,0,44,85,20,24,85,0,27,102
FALSE,2021-05-17,North West,0,196,35,26,170,35,0,188,43
FALSE,2021-05-17,South East,17,13,4,19,11,4,17,11,6
FALSE,2021-05-17,South West,20,0,0,20,0,0,20,0,0
FALSE,2021-05-18,East of England,5,28,8,7,26,8,5,26,10
FALSE,2021-05-18,London,44,28,7,50,22,7,44,23,12
FALSE,2021-05-18,Midlands,1,40,40,7,34,40,1,37,43
FALSE,2021-05-18,North East and Yorkshire,3,44,87,19,28,87,3,31,100
FALSE,2021-05-18,North West,1,243,25,38,206,25,1,234,34
FALSE,2021-05-18,South East,14,15,2,15,14,2,14,14,3
FALSE,2021-05-18,South West,8,1,0,9,0,0,8,0,1
FALSE,2021-05-19,East of England,5,45,12,9,41,12,5,41,16
FALSE,2021-05-19,London,67,19,6,73,13,6,67,14,11
FALSE,2021-05-19,Midlands,1,50,29,3,48,29,1,48,31
FALSE,2021-05-19,North East and Yorkshire,0,49,93,8,41,93,0,41,101
FALSE,2021-05-19,North West,0,170,33,15,155,33,0,169,34
FALSE,2021-05-19,South East,20,12,8,23,9,8,20,9,11
FALSE,2021-05-19,South West,17,0,0,17,0,0,17,0,0
FALSE,2021-05-20,East of England,4,30,15,9,25,15,4,25,20
FALSE,2021-05-20,London,46,27,8,52,21,8,46,22,13
FALSE,2021-05-20,Midlands,3,46,34,13,36,34,3,39,41
FALSE,2021-05-20,North East and Yorkshire,1,42,56,12,31,56,1,36,62
FALSE,2021-05-20,North West,0,144,29,29,115,29,0,136,37
FALSE,2021-05-20,South East,24,11,5,25,10,5,24,10,6
FALSE,2021-05-20,South West,18,0,0,18,0,0,18,0,0
FALSE,2021-05-21,East of England,3,27,11,7,23,11,3,24,14
FALSE,2021-05-21,London,47,23,9,50,20,9,47,21,11
FALSE,2021-05-21,Midlands,0,37,29,5,32,29,0,34,32
FALSE,2021-05-21,North East and Yorkshire,12,28,67,17,23,67,12,25,70
FALSE,2021-05-21,North West,0,165,32,20,145,32,0,157,40
FALSE,2021-05-21,South East,18,10,8,18,10,8,18,10,8
FALSE,2021-05-21,South West,10,0,0,10,0,0,10,0,0
FALSE,2021-05-22,East of England,0,19,12,0,19,12,0,19,12
FALSE,2021-05-22,London,45,12,6,46,11,6,45,11,7
FALSE,2021-05-22,Midlands,4,46,17,8,42,17,4,45,18
FALSE,2021-05-22,North East and Yorkshire,23,18,34,26,15,34,23,16,36
FALSE,2021-05-22,North West,1,124,26,8,117,26,1,120,30
FALSE,2021-05-22,South East,19,12,1,20,11,1,19,12,1
FALSE,2021-05-22,South West,9,0,0,9,0,0,9,0,0
FALSE,2021-05-23,East of England,1,17,13,4,14,13,1,15,15
FALSE,2021-05-23,London,13,25,7,16,22,7,13,23,9
FALSE,2021-05-23,Midlands,1,32,12,6,27,12,1,28,16
FALSE,2021-05-23,North East and Yorkshire,0,35,39,4,31,39,0,33,41
FALSE,2021-05-23,North West,0,119,16,16,103,16,0,112,23
FALSE,2021-05-23,South East,6,23,3,7,22,3,6,21,5
FALSE,2021-05-23,South West,7,0,0,7,0,0,7,0,0
FALSE,2021-05-24,East of England,1,47,11,5,43,11,1,47,11
FALSE,2021-05-24,London,35,49,8,42,42,8,35,46,11
FALSE,2021-05-24,Midlands,0,86,24,17,69,24,0,77,33
FALSE,2021-05-24,North East and Yorkshire,0,42,58,10,32,58,0,35,65
FALSE,2021-05-24,North West,0,274,22,35,239,22,0,262,34
FALSE,2021-05-24,South East,20,42,8,26,36,8,20,39,11
FALSE,2021-05-24,South West,13,0,0,13,0,0,13,0,0
FALSE,2021-05-25,East of England,3,55,15,8,50,15,3,53,17
FALSE,2021-05-25,London,61,40,5,68,33,5,61,35,10
FALSE,2021-05-25,Midlands,1,78,21,13,66,21,1,70,29
FALSE,2021-05-25,North East and Yorkshire,13,53,59,21,45,59,13,48,64
FALSE,2021-05-25,North West,1,296,29,38,259,29,1,286,39
FALSE,2021-05-25,South East,35,31,0,37,29,0,35,30,1
FALSE,2021-05-25,South West,16,0,1,16,0,1,16,0,1
FALSE,2021-05-26,East of England,3,45,12,7,41,12,3,44,13
FALSE,2021-05-26,London,67,46,13,71,42,13,67,45,14
FALSE,2021-05-26,Midlands,2,96,26,16,82,26,2,89,33
FALSE,2021-05-26,North East and Yorkshire,0,68,69,7,61,69,0,63,74
FALSE,2021-05-26,North West,2,330,31,35,297,31,2,317,44
FALSE,2021-05-26,South East,44,26,5,47,23,5,44,25,6
FALSE,2021-05-26,South West,14,0,1,14,0,1,14,0,1
FALSE,2021-05-27,East of England,5,50,6,8,47,6,5,49,7
FALSE,2021-05-27,London,69,35,8,74,30,8,69,32,11
FALSE,2021-05-27,Midlands,6,82,24,18,70,24,6,74,32
FALSE,2021-05-27,North East and Yorkshire,6,96,74,31,71,74,6,77,93
FALSE,2021-05-27,North West,1,316,42,44,273,42,1,303,55
FALSE,2021-05-27,South East,46,33,1,50,29,1,46,31,3
FALSE,2021-05-27,South West,17,1,0,17,1,0,17,1,0
FALSE,2021-05-28,East of England,12,31,4,15,28,4,12,31,4
FALSE,2021-05-28,London,64,37,5,66,35,5,64,37,5
FALSE,2021-05-28,Midlands,8,92,29,20,80,29,8,86,35
FALSE,2021-05-28,North East and Yorkshire,0,72,57,15,57,57,0,63,66
FALSE,2021-05-28,North West,0,310,21,28,282,21,0,301,30
FALSE,2021-05-28,South East,39,36,1,42,33,1,39,36,1
FALSE,2021-05-28,South West,14,3,0,15,2,0,14,3,0
FALSE,2021-05-29,East of England,18,26,5,18,26,5,18,26,5
FALSE,2021-05-29,London,62,27,1,66,23,1,62,25,3
FALSE,2021-05-29,Midlands,7,85,8,15,77,8,7,83,10
FALSE,2021-05-29,North East and Yorkshire,1,64,46,14,51,46,1,56,54
FALSE,2021-05-29,North West,3,258,11,33,228,11,3,250,19
FALSE,2021-05-29,South East,44,24,1,45,23,1,44,23,2
FALSE,2021-05-29,South West,13,3,0,13,3,0,13,3,0
FALSE,2021-05-30,East of England,3,32,1,5,30,1,3,32,1
FALSE,2021-05-30,London,46,36,4,48,34,4,46,35,5
FALSE,2021-05-30,Midlands,3,59,16,4,58,16,3,59,16
FALSE,2021-05-30,North East and Yorkshire,5,64,36,11,58,36,5,59,41
FALSE,2021-05-30,North West,3,247,13,27,223,13,3,237,23
FALSE,2021-05-30,South East,42,37,2,45,34,2,42,35,4
FALSE,2021-05-30,South West,16,1,0,16,1,0,16,1,0
FALSE,2021-05-31,East of England,4,47,4,7,44,4,4,45,6
FALSE,2021-05-31,London,63,34,3,67,30,3,63,33,4
FALSE,2021-05-31,Midlands,2,87,23,14,75,23,2,82,28
FALSE,2021-05-31,North East and Yorkshire,15,65,47,27,53,47,15,58,54
FALSE,2021-05-31,North West,1,313,10,28,286,10,1,308,15
FALSE,2021-05-31,South East,55,36,3,56,35,3,55,35,4
FALSE,2021-05-31,South West,25,0,0,25,0,0,25,0,0
FALSE,2021-06-01,East of England,26,50,11,27,49,11,26,49,12
FALSE,2021-06-01,London,96,45,3,100,41,3,96,42,6
FALSE,2021-06-01,Midlands,8,141,18,19,130,18,8,137,22
FALSE,2021-06-01,North East and Yorkshire,19,118,43,39,98,43,19,106,55
FALSE,2021-06-01,North West,3,487,15,47,443,15,3,478,24
FALSE,2021-06-01,South East,72,35,1,80,27,1,72,31,5
FALSE,2021-06-01,South West,29,5,0,30,4,0,29,4,1
FALSE,2021-06-02,East of England,20,54,1,23,51,1,20,52,3
FALSE,2021-06-02,London,92,49,9,95,46,9,92,48,10
FALSE,2021-06-02,Midlands,8,154,22,19,143,22,8,152,24
FALSE,2021-06-02,North East and Yorkshire,1,138,40,17,122,40,1,130,48
FALSE,2021-06-02,North West,3,555,19,39,519,19,3,547,27
FALSE,2021-06-02,South East,99,39,0,101,37,0,99,37,2
FALSE,2021-06-02,South West,51,9,0,51,9,0,51,9,0
FALSE,2021-06-03,East of England,15,55,4,16,54,4,15,55,4
FALSE,2021-06-03,London,105,65,3,109,61,3,105,63,5
FALSE,2021-06-03,Midlands,16,152,17,29,139,17,16,148,21
FALSE,2021-06-03,North East and Yorkshire,20,171,54,37,154,54,20,162,63
FALSE,2021-06-03,North West,5,605,11,53,557,11,5,591,25
FALSE,2021-06-03,South East,103,56,1,108,51,1,103,54,3
FALSE,2021-06-03,South West,59,5,0,59,5,0,59,5,0
FALSE,2021-06-04,East of England,13,57,7,16,54,7,13,56,8
FALSE,2021-06-04,London,61,58,6,64,55,6,61,56,8
FALSE,2021-06-04,Midlands,15,136,19,26,125,19,15,136,19
FALSE,2021-06-04,North East and Yorkshire,2,171,37,10,163,37,2,167,41
FALSE,2021-06-04,North West,1,539,22,42,498,22,1,529,32
FALSE,2021-06-04,South East,91,49,1,95,45,1,91,48,2
FALSE,2021-06-04,South West,62,3,0,63,2,0,62,3,0
FALSE,2021-06-05,East of England,8,63,6,15,56,6,8,58,11
FALSE,2021-06-05,London,75,38,5,76,37,5,75,37,6
FALSE,2021-06-05,Midlands,8,144,13,15,137,13,8,142,15
FALSE,2021-06-05,North East and Yorkshire,7,159,36,25,141,36,7,152,43
FALSE,2021-06-05,North West,6,447,20,33,420,20,6,442,25
FALSE,2021-06-05,South East,74,32,3,77,29,3,74,30,5
FALSE,2021-06-05,South West,39,4,0,39,4,0,39,4,0
FALSE,2021-06-06,East of England,5,63,7,11,57,7,5,60,10
FALSE,2021-06-06,London,71,44,2,74,41,2,71,43,3
FALSE,2021-06-06,Midlands,2,131,14,14,119,14,2,125,20
FALSE,2021-06-06,North East and Yorkshire,39,151,20,53,137,20,39,141,30
FALSE,2021-06-06,North West,2,474,11,33,443,11,2,465,20
FALSE,2021-06-06,South East,77,52,1,78,51,1,77,51,2
FALSE,2021-06-06,South West,51,0,0,51,0,0,51,0,0
FALSE,2021-06-07,East of England,13,92,6,25,80,6,13,89,9
FALSE,2021-06-07,London,138,114,5,147,105,5,138,111,8
FALSE,2021-06-07,Midlands,8,242,25,26,224,25,8,237,30
FALSE,2021-06-07,North East and Yorkshire,13,291,48,32,272,48,13,280,59
FALSE,2021-06-07,North West,7,762,26,65,704,26,7,747,41
FALSE,2021-06-07,South East,94,80,3,101,73,3,94,77,6
FALSE,2021-06-07,South West,78,7,6,78,7,6,78,7,6
FALSE,2021-06-08,East of England,36,92,7,47,81,7,36,88,11
FALSE,2021-06-08,London,186,98,3,194,90,3,186,96,5
FALSE,2021-06-08,Midlands,13,266,16,32,247,16,13,259,23
FALSE,2021-06-08,North East and Yorkshire,3,344,34,29,318,34,3,326,52
FALSE,2021-06-08,North West,5,733,19,68,670,19,5,719,33
FALSE,2021-06-08,South East,122,60,1,126,56,1,122,60,1
FALSE,2021-06-08,South West,93,10,0,94,9,0,93,10,0
FALSE,2021-06-09,East of England,19,70,8,20,69,8,19,70,8
FALSE,2021-06-09,London,191,73,6,192,72,6,191,72,7
FALSE,2021-06-09,Midlands,12,259,14,28,243,14,12,256,17
FALSE,2021-06-09,North East and Yorkshire,8,399,26,35,372,26,8,389,36
FALSE,2021-06-09,North West,1,705,16,43,663,16,1,696,25
FALSE,2021-06-09,South East,138,71,4,141,68,4,138,71,4
FALSE,2021-06-09,South West,155,12,0,156,11,0,155,12,0
FALSE,2021-06-10,East of England,13,82,4,17,78,4,13,81,5
FALSE,2021-06-10,London,130,117,4,139,108,4,130,115,6
FALSE,2021-06-10,Midlands,11,249,10,26,234,10,11,245,14
FALSE,2021-06-10,North East and Yorkshire,42,362,21,66,338,21,42,349,34
FALSE,2021-06-10,North West,7,764,10,74,697,10,7,748,26
FALSE,2021-06-10,South East,157,74,5,165,66,5,157,73,6
FALSE,2021-06-10,South West,132,11,0,133,10,0,132,10,1
FALSE,2021-06-11,East of England,19,97,6,22,94,6,19,96,7
FALSE,2021-06-11,London,84,153,5,99,138,5,84,147,11
FALSE,2021-06-11,Midlands,7,267,10,29,245,10,7,262,15
FALSE,2021-06-11,North East and Yorkshire,21,391,16,51,361,16,21,377,30
FALSE,2021-06-11,North West,3,718,14,71,650,14,3,702,30
FALSE,2021-06-11,South East,126,81,3,134,73,3,126,78,6
FALSE,2021-06-11,South West,167,7,2,168,6,2,167,7,2
FALSE,2021-06-12,East of England,7,96,5,10,93,5,7,94,7
FALSE,2021-06-12,London,91,103,3,94,100,3,91,101,5
FALSE,2021-06-12,Midlands,6,210,7,19,197,7,6,204,13
FALSE,2021-06-12,North East and Yorkshire,99,233,16,111,221,16,99,230,19
FALSE,2021-06-12,North West,6,523,4,40,489,4,6,512,15
FALSE,2021-06-12,South East,108,54,2,114,48,2,108,48,8
FALSE,2021-06-12,South West,136,6,0,137,5,0,136,6,0
FALSE,2021-06-13,East of England,8,76,2,15,69,2,8,75,3
FALSE,2021-06-13,London,80,99,4,86,93,4,80,98,5
FALSE,2021-06-13,Midlands,10,199,5,32,177,5,10,191,13
FALSE,2021-06-13,North East and Yorkshire,284,87,3,288,83,3,284,85,5
FALSE,2021-06-13,North West,8,569,9,53,524,9,8,557,21
FALSE,2021-06-13,South East,94,82,4,98,78,4,94,82,4
FALSE,2021-06-13,South West,159,13,0,160,12,0,159,13,0
FALSE,2021-06-14,East of England,42,89,5,47,84,5,42,86,8
FALSE,2021-06-14,London,166,158,5,177,147,5,166,155,8
FALSE,2021-06-14,Midlands,29,312,15,50,291,15,29,303,24
FALSE,2021-06-14,North East and Yorkshire,206,410,22,225,391,22,206,395,37
FALSE,2021-06-14,North West,7,867,12,58,816,12,7,857,22
FALSE,2021-06-14,South East,177,105,5,185,97,5,177,104,6
FALSE,2021-06-14,South West,226,27,0,226,27,0,226,27,0
FALSE,2021-06-15,East of England,42,111,4,44,109,4,42,110,5
FALSE,2021-06-15,London,183,178,1,196,165,1,183,177,2
FALSE,2021-06-15,Midlands,35,417,6,73,379,6,35,408,15
FALSE,2021-06-15,North East and Yorkshire,45,591,9,67,569,9,45,583,17
FALSE,2021-06-15,North West,14,995,10,92,917,10,14,979,26
FALSE,2021-06-15,South East,180,112,4,193,99,4,180,109,7
FALSE,2021-06-15,South West,276,22,0,277,21,0,276,21,1
FALSE,2021-06-16,East of England,55,104,1,61,98,1,55,102,3
FALSE,2021-06-16,London,160,157,2,170,147,2,160,156,3
FALSE,2021-06-16,Midlands,42,424,7,59,407,7,42,421,10
FALSE,2021-06-16,North East and Yorkshire,98,520,12,119,499,12,98,515,17
FALSE,2021-06-16,North West,11,991,6,91,911,6,11,979,18
FALSE,2021-06-16,South East,195,138,4,200,133,4,195,136,6
FALSE,2021-06-16,South West,321,15,1,321,15,1,321,15,1
FALSE,2021-06-17,East of England,61,84,6,63,82,6,61,82,8
FALSE,2021-06-17,London,181,155,1,186,150,1,181,153,3
FALSE,2021-06-17,Midlands,50,362,4,68,344,4,50,358,8
FALSE,2021-06-17,North East and Yorkshire,225,487,10,249,463,10,225,482,15
FALSE,2021-06-17,North West,21,917,7,100,838,7,21,900,24
FALSE,2021-06-17,South East,215,81,1,219,77,1,215,79,3
FALSE,2021-06-17,South West,294,14,0,294,14,0,294,14,0
FALSE,2021-06-18,East of England,60,104,4,66,98,4,60,102,6
FALSE,2021-06-18,London,127,144,3,136,135,3,127,139,8
FALSE,2021-06-18,Midlands,54,352,11,79,327,11,54,345,18
FALSE,2021-06-18,North East and Yorkshire,486,193,4,507,172,4,486,186,11
FALSE,2021-06-18,North West,25,695,5,76,644,5,25,684,16
FALSE,2021-06-18,South East,186,104,2,193,97,2,186,103,3
FALSE,2021-06-18,South West,295,12,0,295,12,0,295,12,0
FALSE,2021-06-19,East of England,22,85,2,23,84,2,22,85,2
FALSE,2021-06-19,London,86,122,2,89,119,2,86,122,2
FALSE,2021-06-19,Midlands,27,286,5,44,269,5,27,282,9
FALSE,2021-06-19,North East and Yorkshire,420,118,2,437,101,2,420,111,9
FALSE,2021-06-19,North West,16,543,4,58,501,4,16,536,11
FALSE,2021-06-19,South East,105,91,0,110,86,0,105,90,1
FALSE,2021-06-19,South West,197,16,0,199,14,0,197,16,0
FALSE,2021-06-20,East of England,15,16,0,15,16,0,15,16,0
FALSE,2021-06-20,London,47,0,0,47,0,0,47,0,0
FALSE,2021-06-20,Midlands,42,4,0,42,4,0,42,4,0
FALSE,2021-06-20,North East and Yorkshire,135,30,1,138,27,1,135,30,1
FALSE,2021-06-20,North West,66,37,0,68,35,0,66,36,1
FALSE,2021-06-20,South East,35,20,0,36,19,0,35,20,0
FALSE,2021-06-20,South West,55,4,0,55,4,0,55,4,0
TRUE,2020-03-29,London,2,0,0,2,0,0,2,0,0
TRUE,2020-03-29,Midlands,2,0,0,2,0,0,2,0,0
TRUE,2020-03-29,South East,1,0,0,1,0,0,1,0,0
TRUE,2020-03-29,South West,1,0,0,1,0,0,1,0,0
TRUE,2020-03-30,London,7,0,0,7,0,0,7,0,0
TRUE,2020-03-30,South East,1,0,0,1,0,0,1,0,0
TRUE,2020-03-31,London,16,0,0,16,0,0,16,0,0
TRUE,2020-03-31,Midlands,1,0,0,1,0,0,1,0,0
TRUE,2020-03-31,South East,2,0,0,2,0,0,2,0,0
TRUE,2020-04-01,East of England,1,0,0,1,0,0,1,0,0
TRUE,2020-04-01,London,13,0,0,13,0,0,13,0,0
TRUE,2020-04-01,South East,1,0,0,1,0,0,1,0,0
TRUE,2020-04-02,East of England,6,0,0,6,0,0,6,0,0
