"reg_name","date","n_hospital_deaths","all_hosp_occupancy","icu_occupancy","general_beds_occupancy","new_hospital_admissions_allage","n_negatives_reg_both_sex","n_positives_reg_both_sex","n_tests_no_variant_dep_7day_allage","n_tests_other_variant_dep_7day","n_tests_sa_brazil_susp_dep_7day","n_tests_uk_susp_dep_7day_allage"
"Hauts-de-France",2020-04-03,68,1967,547,NA,353,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-03,133,4712,971,NA,586,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-03,17,608,169,NA,79,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-03,6,411,114,NA,44,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-03,6,735,225,NA,85,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-03,12,1007,322,NA,109,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-03,44,2838,725,NA,356,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-03,20,1593,397,NA,238,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-03,3,88,25,NA,9,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-04,0,36,17,NA,3,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-04,0,51,18,NA,6,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-04,0,7,1,NA,0,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-04,0,46,4,NA,3,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-04,0,15,3,NA,2,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-04,176,11214,2436,NA,1147,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-04,8,730,194,NA,108,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-04,20,1075,274,NA,147,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-04,6,677,209,NA,67,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-04,50,2035,561,NA,267,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-04,91,4702,960,NA,403,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-04,9,649,175,NA,76,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-04,6,408,112,NA,32,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-04,11,749,239,NA,65,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-04,17,997,328,NA,68,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-04,30,2874,749,NA,229,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-04,17,1641,417,NA,172,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-04,0,97,26,NA,27,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-05,0,36,18,NA,2,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-05,0,54,21,NA,5,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-05,0,7,1,NA,0,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-05,0,44,4,NA,0,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-05,0,17,3,NA,3,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-05,140,11474,2506,NA,714,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-05,9,751,194,NA,59,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-05,18,1120,275,NA,96,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-05,12,710,217,NA,55,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-05,32,2119,573,NA,148,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-05,69,4739,950,NA,284,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-05,5,667,181,NA,45,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-05,6,423,112,NA,28,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-05,9,762,243,NA,44,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-05,10,1024,321,NA,94,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-05,30,2983,779,NA,225,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-05,17,1722,435,NA,129,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-05,0,95,26,NA,0,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-06,0,40,18,NA,5,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-06,1,55,20,NA,2,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-06,0,7,1,NA,0,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-06,0,45,4,NA,3,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-06,0,16,3,NA,4,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-06,248,11762,2537,NA,1117,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-06,17,793,203,NA,93,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-06,26,1176,285,NA,127,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-06,16,712,223,NA,56,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-06,57,2227,567,NA,245,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-06,103,4801,937,NA,375,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-06,11,685,182,NA,40,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-06,7,471,141,NA,39,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-06,18,783,247,NA,80,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-06,14,1047,333,NA,96,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-06,47,3030,783,NA,240,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-06,36,1827,440,NA,231,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-06,4,92,24,NA,1,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-07,0,34,17,NA,1,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-07,0,51,19,NA,1,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-07,0,7,1,NA,2,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-07,0,37,4,NA,1,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-07,0,16,3,NA,4,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-07,272,12074,2601,NA,1363,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-07,8,803,206,NA,78,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-07,29,1212,295,NA,163,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-07,20,713,225,NA,84,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-07,58,2336,583,NA,343,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-07,100,4819,950,NA,498,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-07,10,694,176,NA,82,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-07,9,461,133,NA,40,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-07,14,792,243,NA,87,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-07,8,1031,336,NA,110,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-07,45,2959,755,NA,272,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-07,22,1738,434,NA,143,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-07,2,94,23,NA,5,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-08,2,33,16,NA,5,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-08,0,49,19,NA,0,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-08,0,9,1,NA,2,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-08,0,39,4,NA,5,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-08,0,15,4,NA,7,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-08,223,12479,2668,NA,1370,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-08,14,837,213,NA,105,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-08,16,1227,292,NA,117,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-08,18,680,213,NA,56,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-08,44,2366,573,NA,267,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-08,107,4708,937,NA,401,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-08,9,700,178,NA,73,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-08,10,484,136,NA,72,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-08,13,797,242,NA,115,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-08,15,1000,329,NA,70,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-08,54,2908,736,NA,243,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-08,16,1796,437,NA,225,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-08,0,90,21,NA,6,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-09,0,33,17,NA,3,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-09,1,47,17,NA,1,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-09,0,9,1,NA,4,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-09,0,36,3,NA,0,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-09,0,16,4,NA,2,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-09,190,12681,2654,NA,1226,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-09,10,864,207,NA,94,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-09,15,1211,283,NA,86,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-09,14,697,212,NA,60,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-09,36,2429,580,NA,233,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-09,73,4769,916,NA,548,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-09,5,741,176,NA,96,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-09,2,493,133,NA,34,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-09,8,792,241,NA,77,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-09,8,992,328,NA,93,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-09,31,2962,720,NA,286,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-09,17,1748,426,NA,145,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-09,2,88,19,NA,2,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-10,0,33,19,NA,2,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-10,0,44,16,NA,0,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-10,0,9,1,NA,1,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-10,0,42,3,NA,6,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-10,0,20,4,NA,2,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-10,260,12861,2665,NA,1241,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-10,15,894,210,NA,103,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-10,32,1282,290,NA,177,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-10,9,741,210,NA,95,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-10,47,2456,564,NA,255,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-10,98,4899,889,NA,566,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-10,11,772,180,NA,71,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-10,12,490,127,NA,43,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-10,1,775,229,NA,66,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-10,19,958,314,NA,103,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-10,36,2950,698,NA,224,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-10,13,1804,441,NA,206,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-10,1,78,15,NA,0,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-11,0,37,20,NA,3,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-11,0,41,15,NA,1,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-11,0,9,1,NA,0,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-11,0,30,3,NA,0,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-11,1,20,3,NA,2,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-11,116,13025,2617,NA,893,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-11,14,922,202,NA,82,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-11,19,1239,278,NA,82,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-11,8,726,202,NA,38,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-11,44,2444,550,NA,204,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-11,56,4841,881,NA,149,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-11,9,778,164,NA,66,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-11,8,487,124,NA,44,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-11,6,815,264,NA,63,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-11,11,918,295,NA,66,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-11,34,2985,682,NA,257,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-11,18,1766,436,NA,93,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-11,1,76,15,NA,1,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-12,0,38,19,NA,2,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-12,1,38,15,NA,0,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-12,0,15,1,NA,6,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-12,0,28,3,NA,0,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-12,0,22,3,NA,2,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-12,132,13165,2626,NA,627,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-12,8,943,193,NA,48,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-12,22,1294,278,NA,112,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-12,5,716,186,NA,33,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-12,34,2484,549,NA,142,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-12,56,4887,878,NA,253,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-12,4,810,167,NA,52,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-12,3,510,119,NA,39,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-12,10,832,257,NA,44,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-12,6,954,294,NA,58,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-12,18,3025,674,NA,144,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-12,11,1830,438,NA,123,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-12,0,74,14,NA,3,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-13,0,41,18,NA,3,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-13,0,39,16,NA,1,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-13,0,15,1,NA,0,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-13,0,28,3,NA,0,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-13,0,22,3,NA,0,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-13,156,13196,2604,NA,514,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-13,13,983,196,NA,70,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-13,12,1309,284,NA,51,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-13,10,713,189,NA,20,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-13,33,2525,543,NA,106,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-13,41,4928,880,NA,147,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-13,10,823,162,NA,39,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-13,4,510,118,NA,13,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-13,4,857,259,NA,50,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-13,9,974,291,NA,57,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-13,21,3055,671,NA,97,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-13,20,1859,437,NA,86,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-13,2,75,15,NA,3,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-14,0,41,18,NA,0,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-14,0,39,16,NA,0,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-14,0,18,1,NA,3,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-14,0,28,3,NA,0,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-14,0,15,3,NA,4,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-14,233,13209,2599,NA,697,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-14,13,996,188,NA,64,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-14,39,1361,285,NA,118,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-14,19,705,177,NA,44,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-14,47,2552,538,NA,161,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-14,61,4993,872,NA,302,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-14,17,820,155,NA,53,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-14,13,514,117,NA,39,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-14,13,866,251,NA,64,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-14,18,962,279,NA,65,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-14,42,3044,659,NA,156,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-14,26,1894,422,NA,193,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-14,0,74,16,NA,2,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-15,0,35,17,NA,0,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-15,0,38,16,NA,0,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-15,0,19,0,NA,3,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-15,0,24,3,NA,0,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-15,0,18,4,NA,5,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-15,203,13018,2494,NA,889,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-15,18,996,180,NA,80,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-15,30,1341,274,NA,120,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-15,12,686,167,NA,43,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-15,55,2536,533,NA,235,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-15,83,4877,833,NA,394,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-15,13,794,145,NA,65,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-15,10,504,106,NA,32,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-15,7,828,236,NA,48,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-15,12,913,265,NA,68,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-15,49,3004,639,NA,271,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-15,19,1909,403,NA,148,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-15,3,83,16,NA,14,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-16,0,34,17,NA,1,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-16,0,40,17,NA,4,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-16,0,8,1,NA,0,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-16,0,19,4,NA,2,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-16,1,22,6,NA,7,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-16,179,12834,2419,NA,862,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-16,7,964,165,NA,74,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-16,26,1370,279,NA,123,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-16,10,674,166,NA,43,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-16,31,2536,505,NA,208,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-16,57,4769,810,NA,259,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-16,13,799,136,NA,86,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-16,7,484,102,NA,26,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-16,6,812,220,NA,44,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-16,3,870,256,NA,42,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-16,42,2970,628,NA,175,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-16,28,1883,393,NA,125,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-16,0,84,15,NA,3,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-17,0,36,19,NA,2,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-17,0,38,17,NA,2,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-17,0,8,2,NA,1,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-17,0,17,3,NA,1,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-17,0,22,6,NA,2,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-17,191,12766,2341,NA,868,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-17,12,973,174,NA,81,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-17,16,1380,262,NA,108,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-17,10,660,152,NA,45,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-17,48,2517,494,NA,190,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-17,52,4725,789,NA,263,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-17,7,802,131,NA,49,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-17,5,483,93,NA,25,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-17,13,830,203,NA,65,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-17,9,866,243,NA,78,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-17,27,2965,601,NA,220,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-17,26,1889,378,NA,164,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-17,1,84,14,NA,2,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-18,1,33,17,NA,0,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-18,1,36,14,NA,0,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-18,0,8,2,NA,0,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-18,0,14,2,NA,0,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-18,0,24,5,NA,2,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-18,154,12490,2293,NA,592,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-18,12,963,166,NA,38,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-18,21,1351,255,NA,51,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-18,5,657,146,NA,49,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-18,23,2516,476,NA,122,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-18,64,4632,757,NA,219,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-18,9,787,125,NA,29,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-18,10,468,88,NA,26,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-18,8,812,193,NA,41,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-18,2,860,240,NA,90,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-18,38,2942,578,NA,198,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-18,16,1846,364,NA,104,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-18,0,76,12,NA,4,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-19,0,34,17,NA,1,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-19,0,37,13,NA,1,NA,NA,NA,NA,NA,NA
"French Guiana",2020-04-19,0,5,2,NA,0,NA,NA,NA,NA,NA,NA
"Reunion",2020-04-19,0,17,2,NA,4,NA,NA,NA,NA,NA,NA
"Mayotte",2020-04-19,1,25,4,NA,5,NA,NA,NA,NA,NA,NA
"Ile-de-France",2020-04-19,92,12474,2254,NA,309,NA,NA,NA,NA,NA,NA
"Centre-Val de Loire",2020-04-19,8,970,169,NA,31,NA,NA,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-04-19,13,1327,239,NA,40,NA,NA,NA,NA,NA,NA
"Normandy",2020-04-19,7,666,149,NA,33,NA,NA,NA,NA,NA,NA
"Hauts-de-France",2020-04-19,17,2539,472,NA,100,NA,NA,NA,NA,NA,NA
"Grand Est",2020-04-19,41,4608,742,NA,104,NA,NA,NA,NA,NA,NA
"Pays de la Loire",2020-04-19,7,787,121,NA,17,NA,NA,NA,NA,NA,NA
"Brittany",2020-04-19,4,461,86,NA,11,NA,NA,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-04-19,6,825,196,NA,35,NA,NA,NA,NA,NA,NA
"Occitanie",2020-04-19,3,877,245,NA,33,NA,NA,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-04-19,19,2983,573,NA,112,NA,NA,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-04-19,7,1776,348,NA,50,NA,NA,NA,NA,NA,NA
"Corsica",2020-04-19,2,75,12,NA,4,NA,NA,NA,NA,NA,NA
"Guadeloupe",2020-04-20,1,32,16,NA,0,NA,NA,NA,NA,NA,NA
"Martinique",2020-04-20,2,35,10,NA,0,NA,NA,NA,NA,NA,NA
